real.iter	 postA	 log.lik	 Prior_mean	 Prior_var	 sumHpriorA	 mbm_anc.st	 mbm_sig.sq	 vou_alpha	 vou_sig.sq	 vou_anc.st	 vou_theta1	 sp1_mean	 sp2_mean	 sp3_mean	 sp4_mean	 sp5_mean	 sp6_mean	 sp7_mean	 sp8_mean	 sp9_mean	 sp10_mean	 sp11_mean	 sp12_mean	 sp13_mean	 sp14_mean	 sp15_mean	 sp16_mean	 sp17_mean	 sp18_mean	 sp19_mean	 sp20_mean	 sp21_mean	 sp22_mean	 sp23_mean	 sp24_mean	 sp25_mean	 sp26_mean	 sp27_mean	 sp28_mean	 sp29_mean	 sp30_mean	 sp31_mean	 sp32_mean	 sp33_mean	 sp34_mean	 sp35_mean	 sp36_mean	 sp37_mean	 sp38_mean	 sp39_mean	 sp40_mean	 sp41_mean	 sp42_mean	 sp43_mean	 sp44_mean	 sp45_mean	 sp46_mean	 sp47_mean	 sp48_mean	 sp49_mean	 sp50_mean	 sp1_var	 sp2_var	 sp3_var	 sp4_var	 sp5_var	 sp6_var	 sp7_var	 sp8_var	 sp9_var	 sp10_var	 sp11_var	 sp12_var	 sp13_var	 sp14_var	 sp15_var	 sp16_var	 sp17_var	 sp18_var	 sp19_var	 sp20_var	 sp21_var	 sp22_var	 sp23_var	 sp24_var	 sp25_var	 sp26_var	 sp27_var	 sp28_var	 sp29_var	 sp30_var	 sp31_var	 sp32_var	 sp33_var	 sp34_var	 sp35_var	 sp36_var	 sp37_var	 sp38_var	 sp39_var	 sp40_var	 sp41_var	 sp42_var	 sp43_var	 sp44_var	 sp45_var	 sp46_var	 sp47_var	 sp48_var	 sp49_var	 sp50_var	 acc	 temperature	 
1000	 -1377.16136039788	 -1271.54643355444	 -27.8658211854283	 -58.0199990166386	 -19.7291066413649	 350.038457688844	 0.267606277295456	 1.48421609494835	 1.78394278156001	 0.948778778164631	 1.69657217586881	 349.323028739257	 349.413823909055	 349.648031153246	 349.660878346647	 349.783144578576	 350.568890907433	 350.216346157392	 349.802566352717	 349.308492815795	 351.225751891654	 350.384005519915	 350.448564198954	 350.238433803583	 349.959613312405	 350.225936363315	 350.027648587835	 350.788273383326	 350.590475274368	 350.629230867819	 350.599301650472	 350.164374678341	 350.069428141104	 350.062144477782	 350.006456469022	 349.14635069875	 349.12910040478	 349.407216989344	 349.601698106942	 349.808493609694	 350.011185401184	 349.899346891059	 349.951094751392	 350.571109753385	 349.791126234635	 350.319219654036	 349.880990739937	 349.739722687133	 350.455985407853	 350.479996942219	 350.416190137456	 350.589750940605	 349.544938415534	 349.7944973441	 349.445478793137	 349.20343143607	 350.078374133431	 349.992636353517	 350.333836475786	 350.008594925667	 350.052561758375	 0.961944516238635	 1.68532808679968	 1.00893745472863	 1.21515665900118	 0.458759955415679	 0.00890460743312469	 1.45653745764215	 0.513624714417222	 0.675078722892498	 2.75880741054926	 0.83735966306825	 1.04537582583417	 0.186084236694856	 0.254406203338927	 0.828499481272457	 0.0600867857422109	 3.37833060251506	 0.30683171623215	 0.291152524645246	 1.11275036471976	 1.47724478559576	 1.40629798194198	 2.12240023671488	 0.909940477526833	 0.633205135923859	 0.660636613539614	 2.86664040702324	 1.39507893937022	 0.403963142960779	 0.3714498379862	 0.349280119881961	 0.289091955280751	 0.763028115813294	 0.596557440482581	 0.922498393856227	 0.270517641336162	 0.510419380447545	 1.73219193194668	 2.66116047693009	 2.32670081950854	 1.85364963753214	 2.19095480835646	 1.93682958835918	 1.90412376423034	 2.03198700961764	 1.34637697004209	 1.21107019245726	 0.816751793761856	 1.28980480443241	 0.0599995235813599	 0.282	 1	 
2000	 -1356.23635075435	 -1279.26261431655	 -10.089879747815	 -47.1725643304463	 -19.7112923595434	 350.038457688844	 0.267606277295456	 1.5402329947101	 1.77666307599905	 0.597877961691787	 1.69469544373518	 349.715159444759	 349.413823909055	 349.648031153246	 349.660878346647	 349.684370949842	 350.509827461513	 350.197694799791	 349.707471422747	 349.763126850041	 350.982450828867	 350.780877457466	 350.061244583853	 350.238433803583	 350.079542866142	 350.135112587255	 350.027648587835	 350.397429959567	 350.648883992329	 350.710888318901	 350.599301650472	 350.164374678341	 350.173891417209	 350.062144477782	 350.006456469022	 349.283341846359	 349.12910040478	 349.407216989344	 349.802733526703	 349.511235629444	 349.902363653235	 350.21404454034	 349.951094751392	 350.458757760539	 349.813643929664	 350.253202183204	 349.880990739937	 350.01619518588	 350.455985407853	 350.554888052957	 350.730079671135	 350.75521860443	 349.544938415534	 349.511194268375	 349.289405522457	 349.307681466221	 350.081292870318	 350.036364483531	 350.040407292169	 349.981817854368	 350.079250323493	 1.11393397261889	 1.65907398445156	 1.10355379388776	 1.17896936212997	 0.458759955415679	 0.00890460743312469	 1.22453824793259	 0.754301700890577	 0.400762252602691	 2.2936591688	 1.29734025552737	 0.944495371549412	 0.400433097022626	 0.246406779071174	 0.745590916540721	 0.0349917628156529	 3.54202694774067	 0.30683171623215	 0.353435826328715	 0.928336898742926	 1.47724478559576	 1.40629798194198	 2.12240023671488	 1.08317454962189	 0.775588092975267	 0.660636613539614	 2.32201786558339	 1.32851513972308	 0.411008130497496	 0.256471889292083	 0.340921043581522	 0.289091955280751	 0.824742197967618	 0.527992863106081	 0.922498393856227	 0.387956057572256	 0.64860565207298	 1.46563420154953	 2.01164345831901	 2.48219262994652	 1.53152407923353	 2.19095480835646	 1.93682958835918	 1.90412376423034	 2.03198700961764	 1.23349604176127	 1.21107019245726	 0.575976120192819	 1.28980480443241	 0.0599995235813599	 0.297	 1	 
3000	 -1346.38660062793	 -1273.22765125995	 -3.60801448469697	 -49.7914192016245	 -19.7595156816613	 350.038457688844	 0.267606277295456	 1.61910729901865	 1.79597089724671	 0.364675763837058	 1.91516977557674	 349.715159444759	 349.413823909055	 349.648031153246	 349.660878346647	 349.999156607257	 350.576910745571	 350.197694799791	 349.589071960997	 349.818115292223	 350.539743227892	 350.383647702898	 350.498610367635	 350.045945295139	 350.079542866142	 350.25820066	 350.074957131752	 350.282472989622	 350.63785248536	 350.620212559683	 350.564529007489	 350.164374678341	 350.173891417209	 350.332027034384	 350.29232374805	 349.283341846359	 349.246762507121	 349.388507758202	 349.58075238176	 349.857719445382	 350.021399945641	 349.929343276566	 349.72470949422	 350.322500812226	 349.774182158493	 350.253202183204	 349.880990739937	 349.870724674747	 350.495423177512	 350.554888052957	 350.712916328313	 350.75521860443	 349.544938415534	 349.637999758881	 349.289405522457	 349.307681466221	 350.081292870318	 350.077552802079	 350.135055105745	 350.042018341672	 350.069394116829	 0.597241770767946	 2.00915777517743	 1.10355379388776	 0.826523472481242	 0.558477358537388	 0.00890460743312469	 1.76688428895055	 1.02457232822481	 0.625087983582421	 2.16804214357084	 1.0643102518022	 0.944495371549412	 0.184656947146751	 0.245365967647954	 0.500349044207048	 0.0349917628156529	 3.54202694774067	 0.41780013160192	 0.353435826328715	 1.06434584037087	 1.47724478559576	 1.40629798194198	 1.42251112023904	 1.31326044068293	 0.826000118107558	 1.01766871256063	 2.32201786558339	 1.32851513972308	 0.571791172584418	 0.177822758913338	 0.501516400130347	 0.240788633756002	 0.948309504275619	 0.527992863106081	 0.420988623166335	 0.387956057572256	 0.610541746371691	 1.1876420020932	 1.49731442663712	 2.04740005684508	 1.5842114460873	 2.26329917297274	 1.93682958835918	 2.214878035158	 2.03198700961764	 1.23349604176127	 1.21107019245726	 0.778309491967954	 1.00306087979733	 0.0599995235813599	 0.289333333333333	 1	 
4000	 -1342.27843755846	 -1275.77592098235	 -1.36085435201388	 -45.450579542347	 -19.6910826817545	 350.038457688844	 0.267606277295456	 1.48865707486402	 1.56300248884475	 0.275263892222907	 1.71998063893282	 349.715159444759	 349.459203291193	 349.648031153246	 349.660878346647	 349.999156607257	 350.576910745571	 350.392570488215	 349.786517696046	 349.73966324316	 350.658376133284	 350.501829062359	 350.097891634833	 350.045945295139	 349.971683935353	 350.25820066	 350.053279234228	 350.282472989622	 350.63785248536	 350.620212559683	 350.529901376442	 350.164374678341	 350.173891417209	 350.332027034384	 349.934494512087	 349.283341846359	 349.215957605366	 349.388507758202	 349.58075238176	 349.76033378362	 350.021399945641	 349.875755596264	 349.830342299119	 350.322500812226	 349.774182158493	 350.150656890287	 349.880990739937	 349.906056594328	 350.640344279283	 350.112763064244	 350.23950921693	 350.528509930624	 349.765868254898	 349.637999758881	 349.289405522457	 349.373322497677	 350.081292870318	 350.077552802079	 350.209880211635	 350.043690804472	 350.075224105984	 0.780674652526654	 1.75419244293832	 0.951101435428541	 1.25241179965434	 0.334963289164707	 0.00890460743312469	 1.54565966733433	 0.621788291876917	 0.625087983582421	 1.69817180024404	 1.0643102518022	 0.735850670689507	 0.248462436886381	 0.179539126076565	 0.500349044207048	 0.0311042327878659	 3.0947354249876	 0.230836740522577	 0.246592870990778	 1.38915475900632	 1.47724478559576	 1.48648296374424	 1.44130765911443	 1.30674518481743	 1.15920030963288	 1.01766871256063	 2.32201786558339	 1.6201657410516	 0.672193044270061	 0.267041572485568	 0.79987353808293	 0.367086384201496	 0.654662377062797	 0.452012998809596	 0.451823137197542	 0.506616861183167	 0.431652763901294	 1.56499594254569	 2.38814941839076	 2.36991590364638	 1.00724801497697	 2.25322300492199	 1.91743589025202	 2.1299176401038	 2.15602997019993	 1.05644139159392	 1.10733746647873	 1.05159564835497	 1.00306087979733	 0.0810382533339988	 0.28675	 1	 
5000	 -1342.1894955814	 -1269.21672611057	 -7.91662716501781	 -45.3164464307543	 -19.7396958750573	 350.038457688844	 0.267606277295456	 1.48512374714483	 1.94529555967328	 0.472705015202393	 1.78358784097284	 349.755237673368	 349.459203291193	 349.648031153246	 349.660878346647	 349.999156607257	 350.576910745571	 350.392570488215	 349.818275091079	 349.695450681829	 351.583429239843	 350.501829062359	 350.48988816168	 350.242725741832	 349.971683935353	 350.25820066	 350.070943716965	 350.69040298878	 350.63785248536	 350.620212559683	 350.529901376442	 350.164374678341	 350.173891417209	 350.332027034384	 349.934494512087	 349.283341846359	 348.886224046364	 349.388507758202	 349.403167123001	 349.76033378362	 349.982207252624	 349.875755596264	 349.830342299119	 350.007491019405	 349.49787345956	 350.332459874497	 349.880990739937	 349.754795333253	 350.079952677396	 350.112763064244	 350.23950921693	 350.42852500167	 349.765868254898	 349.637999758881	 349.354239397983	 349.373322497677	 350.081292870318	 350.077552802079	 350.219721436575	 350.043690804472	 350.124484618656	 0.856881467653938	 2.17315199137743	 0.915123903311422	 1.08778538288545	 0.5677051096522	 0.00890460743312469	 1.56958224883139	 0.570842826259833	 0.656194470160164	 1.85372765534674	 0.919223791725163	 0.999100812272875	 0.230354280687421	 0.244927252763582	 0.704256642606188	 0.0688383688674158	 3.04001860477595	 0.291705200221776	 0.191140906154601	 0.787862549079374	 1.55080931007244	 1.46801638807126	 1.64625028398033	 0.907104249992097	 1.00566388689096	 0.832624080474189	 2.38974483151785	 1.6201657410516	 0.672193044270061	 0.152606381023336	 0.53668355147121	 0.399660423477632	 0.672122495752915	 0.382954081353071	 0.697843086747638	 0.283002943023986	 0.91553863497453	 1.26036347483511	 1.58953565598662	 1.34916557688405	 1.63769094720346	 2.1593532842193	 1.91743589025202	 2.28963592748959	 2.47651432862263	 1.05644139159392	 1.01508922502635	 0.680903782401336	 0.799055501108253	 0.0608201661021403	 0.286	 1	 
6000	 -1337.76220899982	 -1269.95327628382	 -3.05520282302476	 -44.9901218064529	 -19.7636080865295	 350.038457688844	 0.267606277295456	 1.78824436245486	 1.90811716276794	 0.467781566093619	 1.69449303627486	 349.755237673368	 349.459203291193	 349.648031153246	 349.660878346647	 349.795766553953	 350.522833716905	 350.392570488215	 349.818275091079	 349.695450681829	 351.301104181632	 350.826047400681	 350.48988816168	 350.151188339988	 349.971683935353	 350.219552640109	 350.070943716965	 350.69040298878	 350.63785248536	 350.620212559683	 350.529901376442	 350.164374678341	 350.173891417209	 350.332027034384	 349.934494512087	 349.283341846359	 348.893771413932	 349.084922809866	 349.403167123001	 349.76033378362	 349.982207252624	 349.875755596264	 349.830342299119	 350.007491019405	 349.862653625291	 349.929107807631	 349.880990739937	 349.754795333253	 350.475486836675	 350.112763064244	 350.23950921693	 350.278510305757	 349.765868254898	 349.637999758881	 349.354239397983	 349.373322497677	 350.081292870318	 350.077552802079	 350.219721436575	 350.043690804472	 350.124484618656	 1.10318382074992	 1.3258786779675	 1.07862669244655	 1.26508655935761	 0.555634917513129	 0.00890460743312469	 1.47047457277239	 0.633420047597824	 0.656194470160164	 1.85372765534674	 1.02908768492009	 1.44587589636807	 0.230354280687421	 0.316141011166815	 0.704256642606188	 0.0431879694298814	 3.04001860477595	 0.256868376911024	 0.191140906154601	 0.902547199007672	 1.56312226537967	 1.58467233683769	 1.92411156072771	 0.880868205666242	 0.675952392471607	 0.928968861176769	 2.38974483151785	 1.6201657410516	 0.672193044270061	 0.124379084565018	 0.677219203311295	 0.358765854239444	 0.900495370542928	 0.382954081353071	 0.740576715194412	 0.535815745598154	 0.644809743491025	 1.82352373843153	 2.42151599499322	 2.1541914683056	 1.63769094720346	 2.1593532842193	 1.78533383983786	 2.28963592748959	 2.3373371643287	 1.05644139159392	 1.01508922502635	 0.795834745292863	 1.04410161373169	 0.0531871089226407	 0.284166666666667	 1	 
7000	 -1337.47325699309	 -1266.94155190951	 -6.18835459293593	 -44.6202795270881	 -19.7230709635505	 350.038457688844	 0.267606277295456	 1.56827423931099	 1.77418307987158	 0.686235690489512	 1.72608606054468	 349.568393335532	 348.919542605073	 349.672087736536	 349.747916528449	 349.733679290822	 350.516791681294	 350.392570488215	 349.790454670601	 349.816570189402	 351.345591476154	 350.618987834034	 350.48988816168	 350.214682473059	 349.999406469351	 350.089776968231	 350.014185415172	 350.737677391391	 350.687694841558	 350.620212559683	 350.329053997918	 350.164374678341	 350.173891417209	 350.332027034384	 349.934494512087	 349.307225101558	 348.893771413932	 349.084922809866	 349.165384133144	 349.942608088931	 349.942814698909	 350.035292165918	 349.655371776947	 349.945398444201	 349.931585085025	 350.163201994465	 349.972064423888	 349.837054517638	 350.20104355014	 350.112763064244	 350.126558500705	 350.267845821482	 349.620245529494	 349.671907807062	 349.48886605905	 349.620568394755	 350.081292870318	 350.077552802079	 350.219721436575	 350.000401105187	 350.029314415845	 0.777139541042836	 1.3258786779675	 1.14621970208854	 1.26508655935761	 0.555634917513129	 0.00890460743312469	 1.47047457277239	 0.915893911171438	 0.656194470160164	 1.85372765534674	 0.98171378161647	 0.766942516295275	 0.230354280687421	 0.110244103156446	 0.704256642606188	 0.0431879694298814	 2.83965797989108	 0.293171721498564	 0.191140906154601	 0.902547199007672	 1.41687291428382	 1.58467233683769	 1.38820092392277	 1.02388659182095	 0.675952392471607	 0.675086516056674	 2.39289022126588	 1.6201657410516	 0.672193044270061	 0.170668250944787	 0.677219203311295	 0.358765854239444	 0.900495370542928	 0.393494111251804	 0.740576715194412	 0.535815745598154	 0.644809743491025	 1.46239722292259	 1.81355301389035	 2.1541914683056	 1.63769094720346	 2.1593532842193	 1.78533383983786	 2.28963592748959	 2.3373371643287	 1.05644139159392	 1.01508922502635	 0.795834745292863	 1.06975212382813	 0.0531871089226407	 0.285	 1	 
8000	 -1336.192555765	 -1270.72612570155	 -3.55902552144565	 -42.192171317059	 -19.7152332249504	 350.038457688844	 0.267606277295456	 1.47623575199395	 1.85720942371083	 0.424335029267243	 1.70350397706893	 349.484519889374	 349.27847171384	 349.65562674695	 349.747916528449	 349.733679290822	 350.575987616829	 349.971803379824	 349.960414414587	 349.816570189402	 351.345591476154	 350.618987834034	 350.199469706318	 350.214682473059	 349.999406469351	 350.089776968231	 350.014185415172	 350.737677391391	 350.648892138593	 350.620212559683	 350.348280301854	 350.164374678341	 350.173891417209	 350.332027034384	 349.791414504925	 348.86784029388	 348.890361297684	 349.084922809866	 349.165384133144	 349.942608088931	 350.086097135664	 349.839437002727	 349.76287554713	 349.809694795598	 349.931585085025	 350.163201994465	 349.972064423888	 349.837054517638	 350.20104355014	 350.429352469648	 350.523500377261	 350.267845821482	 349.620245529494	 349.671907807062	 349.539339439404	 349.620568394755	 350.081292870318	 350.077552802079	 350.289685019891	 350.000401105187	 350.055368630243	 1.04363775818938	 1.11954993804208	 1.14621970208854	 1.26557204841912	 0.485440551117183	 0.00890460743312469	 1.48772124246926	 0.9944386277887	 0.795972389842186	 1.85372765534674	 0.720655372197117	 0.901925932191279	 0.510539384235312	 0.110244103156446	 0.669059205382912	 0.0341227906735408	 2.91466646711781	 0.293171721498564	 0.262349007542308	 0.902547199007672	 1.43180428733074	 1.58467233683769	 2.34416006322505	 1.39537156050694	 0.763823144488264	 0.881012595465106	 2.39289022126588	 1.58687654575616	 0.46015202645341	 0.170668250944787	 0.569333424566148	 0.386519583966106	 0.900495370542928	 0.377742552523911	 0.740576715194412	 0.389008898956075	 0.639473265072608	 1.32478299245474	 1.69504414671111	 1.48850249972046	 1.66519019689494	 2.1593532842193	 1.78533383983786	 2.28963592748959	 2.39512206330977	 1.05644139159392	 1.01508922502635	 0.598321697081674	 1.06975212382813	 0.0531871089226407	 0.283375	 1	 
9000	 -1339.10461016807	 -1273.16979701272	 -3.523680884971	 -42.6445575896929	 -19.7665746806871	 350.038457688844	 0.267606277295456	 1.5871391404653	 1.87211879112687	 0.960966484986866	 1.76419568048632	 349.484519889374	 349.147289778032	 349.943726963583	 349.843567037641	 349.706122367792	 350.576290092227	 350.518552795079	 349.960414414587	 349.522458101281	 350.637327846373	 350.489762924712	 350.199469706318	 350.214682473059	 349.869699891752	 350.089776968231	 350.065107272139	 350.156421175336	 350.648272371212	 350.620212559683	 350.636706812762	 350.164374678341	 350.173891417209	 350.332027034384	 349.791414504925	 348.86784029388	 348.890361297684	 349.084922809866	 349.165384133144	 349.57878791324	 349.939770635095	 349.839437002727	 349.706115256418	 350.054931721437	 349.733882477925	 350.177574386297	 349.972064423888	 349.837054517638	 350.20104355014	 350.429352469648	 350.305267957648	 350.687168966591	 349.620245529494	 349.671907807062	 349.539339439404	 349.620568394755	 350.081292870318	 350.077552802079	 350.032963305911	 350.238472672525	 350.055368630243	 0.700402368205787	 2.1822203641431	 1.14621970208854	 1.11094501582598	 0.710694497234665	 0.00906843235913028	 1.5587583034848	 0.85873107207217	 0.714227091573832	 1.73228042518586	 0.855259548586665	 1.14205461988287	 0.245627691169666	 0.111939259918307	 0.669059205382912	 0.0341227906735408	 2.91466646711781	 0.330811985542765	 0.313748590596126	 0.811408447457122	 1.56347620790578	 1.55638254309281	 1.88665355418007	 1.660900146563	 0.861257216786047	 0.748636659756479	 2.39289022126588	 1.58687654575616	 0.620681986121657	 0.13848781554946	 0.569333424566148	 0.432263481952281	 1.36919253280719	 0.529301427966514	 0.740576715194412	 0.604425265898491	 0.503049690264365	 1.83393112334732	 1.69504414671111	 1.54229804006742	 0.829740763717211	 2.1593532842193	 2.12226028892699	 2.28963592748959	 2.39512206330977	 1.05644139159392	 1.08707117897522	 1.22456891587148	 1.4982580417394	 0.0570346151760332	 0.281888888888889	 1	 
10000	 -1336.05995634185	 -1273.17354889962	 -1.91451509650751	 -41.1828517787276	 -19.7890405669927	 350.038457688844	 0.267606277295456	 1.93431876006071	 1.88519840143593	 0.327785846407082	 1.69364248192686	 349.484519889374	 349.147289778032	 349.741616440398	 349.843567037641	 349.792543775295	 350.51376852826	 350.518552795079	 349.933366329451	 349.633977617633	 350.945958057798	 350.489762924712	 350.345848094812	 350.214682473059	 349.869699891752	 350.089776968231	 350.03931047512	 350.156421175336	 350.648272371212	 350.620212559683	 350.636706812762	 350.164374678341	 350.173891417209	 350.23795183009	 349.791414504925	 349.449012218383	 348.943122567043	 349.084922809866	 349.165384133144	 349.921964252989	 350.035973252841	 350.309287882365	 350.057546946106	 350.059207281919	 349.733882477925	 350.088161287781	 349.790115857263	 349.720014945726	 350.54814091787	 350.429352469648	 350.305267957648	 350.541019283911	 349.620245529494	 349.671907807062	 349.539339439404	 349.541128533828	 350.081292870318	 350.077552802079	 350.357108690055	 350.128569118592	 350.076081852394	 0.941979373139131	 1.24888035221453	 1.14621970208854	 1.1038898319983	 0.396007402568166	 0.00906843235913028	 1.50543703949344	 1.06859356838203	 0.574095885950117	 1.73228042518586	 1.26798936630514	 1.3693004423824	 0.245627691169666	 0.111939259918307	 0.669059205382912	 0.0341227906735408	 2.9658400026159	 0.330811985542765	 0.313748590596126	 0.811408447457122	 1.52871626493375	 1.55638254309281	 1.88665355418007	 0.998749601837635	 1.12847869063677	 0.979328039711414	 2.39289022126588	 1.43556132521852	 0.589598951585576	 0.320944734694247	 0.49010474816119	 0.275619028498525	 0.941758754357379	 0.469481149868163	 0.889486481491628	 0.556707526915886	 0.689938179517012	 1.4320276820159	 2.15817622317921	 2.14974041370388	 1.33685529098827	 2.1593532842193	 1.95092719033836	 2.28963592748959	 2.39512206330977	 1.05644139159392	 1.08707117897522	 0.807446258641692	 1.4982580417394	 0.0542366788494998	 0.2829	 1	 
